

Test Vectors (password, salt, output) with t_cost=4 and m_cost=16
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C30000000000000000000000000000000000000000000000,1C5A9D92FE355BAEAA8E05EDD26B16F2C082500EE228DFA75AAB9611BA64B281
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C40000000000000000000000000000000000000000000000,E3AD6BB1B71605584FE07D9B7CCE455B76A6AEB29A84CDFEE3E7C5E472C9E61F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C50000000000000000000000000000000000000000000000,611DBE0344591C730C0BD20D9B5A7875B4AF01FA564985A01378E64150A076C9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C60000000000000000000000000000000000000000000000,1072F8D13D85F5C2EE1A975CEFA826D8D71896195E37193204E8EC5D0629372A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C70000000000000000000000000000000000000000000000,92A7C8792BC55469A3EDF0001AA83ED7781B2187B5DDB1B61F8D9725E48DBEA2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C80000000000000000000000000000000000000000000000,D1EAA7CCD025D9ADB49612822C2277781C03A30FF073154C05BD99A2A3A7E35A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000C90000000000000000000000000000000000000000000000,70118E98307D396B637EB79816621ABDD995BDF0EB42CDB51876772E70AC0843
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000CA0000000000000000000000000000000000000000000000,35F117C912E477DE7CBB84BBFAC6EEE2968D3F4752321FEAD1AF010A5B646545
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000CB0000000000000000000000000000000000000000000000,7E061E25996D682A1594B5BE3934FF5D2866F97C8F78B56375DD2EC4968C27E2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000CC0000000000000000000000000000000000000000000000,200EC45267D25E84C8C88FE38962C7082374C7E85815D8ABC0C81EDC5152CF1F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000CD0000000000000000000000000000000000000000000000,D41921658C3189CEF4AA583527268A969B1CA74F2BC81914996CE3738448D8BF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000CE0000000000000000000000000000000000000000000000,BB341516D2D3E391B35099E1BB9550B7D3259AB896B622BCD71606A69F6B4788
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000CF0000000000000000000000000000000000000000000000,A569CC8F92E9579BDC670D9E918639C7B46B7A13A8E48D805553498A13C7D078
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D00000000000000000000000000000000000000000000000,EF46AD4893F6C5A15948E3D78C3B0E9223F8C4D7EFF73C230C5D21CBC5B05744
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D10000000000000000000000000000000000000000000000,B68EF6F3C827D42254BDB5769225EAAD8A6D205B27883108C42EEF16666BDB8E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D20000000000000000000000000000000000000000000000,1D931C0C9DC2D0DF9A4BB0656048CEB9BEC74B3E8BB5867428E444D86496180E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D30000000000000000000000000000000000000000000000,E9B2C6957649790ADB5F1C087F2457474F845188EB386912A7A9486A8D43AF4F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D40000000000000000000000000000000000000000000000,B08CDC6BCA7A4FF5DBF17A0F0990D35DD362BBE362F04ADEE4168C7FB863EEC2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D50000000000000000000000000000000000000000000000,841DFAD8A4E52C0C5D71EE40D19A1201A913E6F1990355AE7C86E384E1EDF562
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D60000000000000000000000000000000000000000000000,3C6A99719EBEA00F72ABC82ADB5112D827968554CEFF96C7A32AA4B33385290D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D70000000000000000000000000000000000000000000000,BB919A3E7745CF25C6B0F7D3FDFEE7C30C220EB2FCF1E89A0E7A131F7FA17502
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D80000000000000000000000000000000000000000000000,AF020195B6B80360A8ACE024D8AF9A3B62231E271DEB0564ECA90E381AA20306
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000D90000000000000000000000000000000000000000000000,BC2379B5084A0E96FF35B302AA8CB3E058CBBA81632221165EE059FA3014E06C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000DA0000000000000000000000000000000000000000000000,124E8478DF66A2D9E19D933C098EACF95B94EC5B43789E5FE82ECBC0B4098D66
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000DB0000000000000000000000000000000000000000000000,3CDF63939E7BAF1FA56EB56B28D3C929D0B5755506B8002B614B3D2258DA5C9D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000DC0000000000000000000000000000000000000000000000,E0BEF668FA66AB919A94A12255804AA5C487E9D2AB5C3C25D4775208F7936A10
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000DD0000000000000000000000000000000000000000000000,4BCABC28B33E00FF15C8A02F642DF774B999435702511A0BA15D410696F586C7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000DE0000000000000000000000000000000000000000000000,C43ADA7259D88D4FCED0E3BF912F418239C973A55A2AC13DC0080017AC455E09
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000DF0000000000000000000000000000000000000000000000,EF404C8C20C71E96092E7C833A9BAF35D555D0F3998B84C8BCAA1937C6A6FF7C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E00000000000000000000000000000000000000000000000,15361A46E47F1F5DEEBFB88631C80F840F6E0174B59F733398ED654DC6803EBC
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E10000000000000000000000000000000000000000000000,3D9FB181BAAB29610DD2057E6A7210ABFA9B57FFBDB73474EFBA8FF25F61BB57
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E20000000000000000000000000000000000000000000000,CB91F9BC3D694B5C6D0DE5D84C38FFEAACC077C80A1AE9F200EF3F93824201E9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E30000000000000000000000000000000000000000000000,4C785A1411E6A6EB1F4A61E269DF234C5294147720591E2FF364FA88447F4612
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E40000000000000000000000000000000000000000000000,B92180D709404586F0F08B4E06B43B3FBA0CC614C629F5164BCDE35173EAAC5E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E50000000000000000000000000000000000000000000000,5CCEDE2AD01D0F4FDF49F2AC00024CD3F31E6F3763A05326CD27C9DDC8D60A38
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E60000000000000000000000000000000000000000000000,002D13C60E75E806A4B22B3832C16879F2174F62367292B56DEC28EC54B94BAA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E70000000000000000000000000000000000000000000000,AE65C0FC733FD4FD33199972DB8EEADF3B4211D94B8371113EE28BD674F2292B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E80000000000000000000000000000000000000000000000,EA10F55F8A0A2799F0B1445EC5A3C50CD415C6D5EA7A089B55377E6AFDA7B0D2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000E90000000000000000000000000000000000000000000000,768386D71B8748259D54B0666CFCEC7C9FED810728B94AA75FE183EE0FE6E3F0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000EA0000000000000000000000000000000000000000000000,CD04C1EB8D281F93F8D242EF96A6FE7D737D3C70B596C05241E0F04B0FF4D5E9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000EB0000000000000000000000000000000000000000000000,4F20B7358F0751440017D7CF390755834F277B69649C63A59E781F4F1B35C53E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000EC0000000000000000000000000000000000000000000000,4F47DA34AD302DBE8A3D0233E050FF1E212832801DDDCD37570B1825A5BD45D7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000ED0000000000000000000000000000000000000000000000,30D70157EBC424E3401FD07F93A1EFB7B448EDFD49B7B82C921A5D1272C3C21B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000EE0000000000000000000000000000000000000000000000,7B8749D7C529DEE24720E4843CB5EA132D2825E5D3446260E108CEB6C71D2869
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000EF0000000000000000000000000000000000000000000000,4D404A697A911710B4A0F445D51AEEE68E05E531CFEE971BDEFA5F0696FBE4EF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F00000000000000000000000000000000000000000000000,56ACDEFC66D2C194883C95C6130B5752BE261AD420BD0237A26693EE50CACC6B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F10000000000000000000000000000000000000000000000,96D351A4693247BA76B6610BBD2BC9E2A0B6642DA746A6E9B630F8D351991180
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F20000000000000000000000000000000000000000000000,F0781AFC746C10ADC1B41B256773715D6B94E21C5C6D7958CB78AC2F7D125737
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F30000000000000000000000000000000000000000000000,64489DB860F6441AC542A4E680091D5D51464BF526B851955DF9DAEC679376E5
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F40000000000000000000000000000000000000000000000,03CC04A5A6914559AEBEC06A8ADA4FB0E1CA29188AF1908F7C0A64BD43409478
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F50000000000000000000000000000000000000000000000,74D70E76D7163FB92836A7EB6C438F717017599CE1540A368B38EC8DF3A17BF8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F60000000000000000000000000000000000000000000000,EC91BD49550729C43ACAE5A607C105D3B0CB891CCB92987665DFC093AB35FD4A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F70000000000000000000000000000000000000000000000,1472A210B7E1D4394A24D76463868FCF8F4E609AE4F50D232989941BC63E583F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F80000000000000000000000000000000000000000000000,1BF9AB0FD3E30D2003BE58BF7E05CAA11C945E7AA068053702E1FA5202CF8CD4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000F90000000000000000000000000000000000000000000000,F0502E5EC371ED03D9259E476F4FEEB3256394EB7BF1C255765B7A253DBC7236
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000FA0000000000000000000000000000000000000000000000,4C8CE568FB7A1315A1EFC48DD742C660C72530EFA200C06409B731FF48A1BD98
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000FB0000000000000000000000000000000000000000000000,B309C43D3702BB98A2A1F6B0AE3A3565149CA45AE4F66316469B4D229165555C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000FC0000000000000000000000000000000000000000000000,B8D0BE0643977CA7AF6997DBA197FD1FFC06F462DF692DCF6481B83CD8256A1B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000FD0000000000000000000000000000000000000000000000,8F858EDF76A6B1CEBCC933BDEE16A6262C5DCCCC8AE7048BDA0BCD86BC603627
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000FE0000000000000000000000000000000000000000000000,947604260FEEFB0E05747C45DF364B81B1010C90B39EE55ADF90852031A82785
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000FF0000000000000000000000000000000000000000000000,2549998FC3D2DBD374B2C96B7D1A20F0313100324F83F78873F88195E822E9C5
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2CEF530E1CB60DBC8050D63B2362FD580CDF5ADDDCE330159036B51629615FFD
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000100000000000000000000000000000000000000000000,9E92EDD1FB934D246EE61DE3A9B77526772D3D8D20B4ADC0B5C9E259E1A98197
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000200000000000000000000000000000000000000000000,5A4E60C96BA4D624C30BF5DF076262FBEC4D64B8055C5AC8DF2337F77202A738
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000300000000000000000000000000000000000000000000,3EAF4FE0CC8829B1BD7357F607EAA2B67335668155A439CF693F53EAF149B37E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000400000000000000000000000000000000000000000000,45465F5772427B082C1D4A5F7F06F9745D514618EB9D89F696B46E96ACF6EB03
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000500000000000000000000000000000000000000000000,E826D86E6EF73D20B045A2B15250BC64EE45EAB0E3D72E159224EF47EAEF9792
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000600000000000000000000000000000000000000000000,B1B6906C62DAA31FA2639176C66A703FAE40593F1686595EB46A4D1B0F4B81BF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000700000000000000000000000000000000000000000000,0A72A5E0C9D89C6F0E56C6E0497BA94E5FEA556ECABCF7E6480A34FBDF5E1964
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000800000000000000000000000000000000000000000000,540524960B78330962A91664AC867C7FC68E184D58CA22AF10F1DAB4DAAB5FD7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000900000000000000000000000000000000000000000000,30180CD954CE81C3CF09494C206F2FD56E497DF5A58310A1BF91D4C686FBFFD6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000A00000000000000000000000000000000000000000000,E10173F76875EC85BE233142C9A1E4276F8737CBBD69A84FB128BF9A2027AE4F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000B00000000000000000000000000000000000000000000,A8E3E0BD49591EBD9EDAE08D4A40C41BA76410D81AD057133C334BDDA8413C18
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000C00000000000000000000000000000000000000000000,CBA75C50D04283BF58936A94FCA9F27B91B6784FFDD9440649D81C613B45D75C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000D00000000000000000000000000000000000000000000,97AD91900042ABC50CDF416043404A734610E7B5742B2956991DB7B2A38FB4C4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000E00000000000000000000000000000000000000000000,DDA9AAA85E1133C9A5F4FAD9CF2A35E5CAC91C5F8E9C50E3AB1487716E6A4D03
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000F00000000000000000000000000000000000000000000,1D03959D6DF32B6DDD2928C7957221F6C466040ADD2E6C792F118EDEE0C528C4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000001000000000000000000000000000000000000000000000,3432F99EB1D5DF98EAECDE0FDA28B1CDDBE225E2B9E783F8834BA01570659C9F
